Qty,Value,Device,Package,Parts,Description,AMBIENT_TEMPERATURE_RANGE_HIGH,AMBIENT_TEMPERATURE_RANGE_LOW,AUTOMOTIVE,AVAILABILITY,CENTROID_NOT_SPECIFIED,CIIVA_IDS,COMPONENT_LINK_1_DESCRIPTION,COMPONENT_LINK_1_URL,COMPONENT_LINK_3_DESCRIPTION,COMPONENT_LINK_3_URL,CONFIGURATION,CONN_GENDER,CONN_ORIENTATION,CONTACT_MATERIAL,CURRENT_RATING,DATASHEET,DATASHEET_VERSION,DESCRIPTION,DEVICE_CLASS_L1,DEVICE_CLASS_L2,DEVICE_CLASS_L3,DIGIKEY_DESCRIPTION,DIGIKEY_PART_NUMBER,FOOTPRINT_PARAMETERS_1,FOOTPRINT_PARAMETERS_2,FOOTPRINT_PARAMETERS_3,FOOTPRINT_URL,FOOTPRINT_VARIANT_NAME_0,FOOTPRINT_VARIANT_NAME_1,FOOTPRINT_VARIANT_NAME_2,FOOTPRINT_VARIANT_NAME_3,HEIGHT,IMPORTED,IMPORTED_FROM,IMPORT_TS,INTERFACE,IPC_LAND_PATTERN_NAME,IS_FEMALE,LEAD_FREE,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,MAX_JUNCTION_TEMP,MAX_SUPPLY_VOLTAGE,MEMORY_TYPE,MF,MFG_PACKAGE_IDENT,MFG_PACKAGE_IDENT_DATE,MFG_PACKAGE_IDENT_REV,MIN_SUPPLY_VOLTAGE,MOUNTING_TECHNOLOGY,MOUSER_DESCRIPTION,MOUSER_PART_NUMBER,MOUSER_PRICE-STOCK,MP,MPN,NOMINAL_SUPPLY_CURRENT,NUMBER_OF_CONTACTS,NUMBER_OF_PORTS,NUMBER_OF_ROWS,PACKAGE,PACKAGE_DESCRIPTION,PACKAGE_VERSION,PACKING,PREFIX,PRICE,PROD_ID,RELEASE_DATE,ROHS,RS_PART_NUMBER,RS_PRICE-STOCK,SF_ID,SHIELDING,SPICEPREFIX,STANDOFF_HEIGHT,TEMPERATURE_RANGE_HIGH,TEMPERATURE_RANGE_LOW,USB_STANDARD,VALUE,VAULT_GUID,VAULT_REVISION,VERIFICATION_VERSION,VOLTAGE,VOLTAGE_RATING,
1,HLK-5M05,HLK-5M05,CONV_HLK-5M05,PS2,AC DC 220V to 5V 5W 5Watt Isolated Switching Step-Down Power Supply Module Converter,,,,Unavailable,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,Hi-link,,,,,,,,,HLK-5M05,,,,,,Package Analog Devices,,,,,None,,,,,,,,,,,,,,,,,,,
1,MAGJACK,ARJM11A1-009-AB-EW2,MAGJACK,J6,MAGJACK: RJ-45 with LEDs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONN-09556,,,,,PRT-08534,,,,,,,,,,,,,
1,NCN5151,NCN5151,QFN50P400X400X100-21N,IC1,NCN5150 Wired M-BUS Slave Transceiver,,,,,,,,,,,,,,,,,,NCN5150 Wired M-BUS Slave Transceiver,,,,,,,,,,,,,,1mm,,,,,,,,ON Semiconductor,NCN5151,,,,,,,,,,,N/A,https://www.mouser.com/Search/Refine.aspx?Keyword=N%2FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ON_SEMICONDUCTOR_MBD330DWT1GON_SEMICONDUCTOR_MBD330DWT1G_0_0,MBD330DWT1G,ON_SEMICONDUCTOR_MBD330DWT1G_0,D1,ONSC-SBD-A1K3A4K6-6,,,,,,849672,Manufacturer URL,http://www.onsemi.com/,Package Specification,http://www.onsemi.com/pub_link/Collateral/NTJD4001N-D.PDF,Dual,,,,,http://www.onsemi.cn/pub_link/Collateral/MBD110DWT1-D.PDF,Rev. 8,,,,,,,,,,,Manufacturer Recommended,,,,,yes,vault,1521844986,,,,,,,,,,On Semiconductor,,,,,Surface Mount,,,,,MBD330DWT1G,,,,,SOT-363-6-419B-02_W,"6-Pin Small Outline Transistor, Body 2 x 1.25 mm, Pitch 0.65 mm","Rev. W, 01/2006",Tape and Reel,D,,,1407137697,Yes,,,,,,,,,,,CF32EDBA-AD87-46A0-930F-E4ED7C62B1A0,EEBFFD10-91F4-4242-B9B2-A9BE9B4C3CBA,,,,
1,PYCOME-G01-OEM,Pycom G01,PYCOM_PYCOME-G01-OEM,U1,"The G01 is the GPy OEM module. It’s just like the GPy but with a few bits less to make it easy to integrate. Triple network module: Cellular LTE-CAT M1/NB1, WiFi and Bluetooth.",,,,Unavailable,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,Pycom,,,,,,,,,PYCOME-G01-OEM,,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,
1,SILICON_LABS_CP2102N-A01-GQFN28SILICON_LABS_CP2102N-A01-GQFN28_0_3,CP2102N-A01-GQFN28,SILICON_LABS_CP2102N-A01-GQFN28_3,U5,"USB Bridge, USB to UART USB 2.0 UART Interface 28-QFN (5x5)",+85°C,-40°C,No,,No,,,,,,,,,,,https://media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/CP2102N_Rev.1.3_DS.pdf,,,Integrated Circuits (ICs),Interface ICs,USB Interface ICs,IC BRIDGE USB TO UART 28QFN,336-3694-ND,"{fp_type"":""QFN"",""params"":{""N1"":{""nom"":7,""long name"":""Leads on long side"",""min"":null,""max"":null,""short name"":""N1"",""type"":""count""},""N2"":{""nom"":7,""long name"":""Leads on wide side"",""min"":null,""max"":null,""short name"":""N2"",""type"":""count""},""A"":{""nom"":750000,""long name"":""Height"",""min"":700000,""max"":800000,""short name"":""A"",""type"":""measurement""},""A1"":{""nom"":false,""long name"":""Package clearance"",""min"":0,""max"":50000,""short name"":""A1"",""type"":""measurement""},""A2"":{""nom"":false,""long name"":""Package height"",""min"":false,""max"":750000,""short name"":""A2"",""type"":""measurement""},""D"":{""nom"":5000000,""long name"":""Package length"",""min"":4900000,""max"":5100000,""short name"":""D"",""type"":""measurement""},""E"":{""nom"":5000000,""long name"":""Package width"",""min"":4900000,""max"":5100000,""short name"":""E"",""type"":""measurement""},""B"":{""nom"":250000,""long name"":""Lead width"",""min"":200000,""max"":300000,""short name"":""B"",""type"":""measurement""},""C"":{""nom"":200000,""long name"":""Lead thickness"",""min"":null,""max"":null,""short name"":""C"",""type"":""measurement""},""L"":{""nom"":550000,""long name"":""Lead foot length"",""min"":450000,""max"":650000,""short name"":""L"",""type"":""measurement""},""e"":{""nom"":500000,""long name"":""Lead pitch"",""min"":null,""max"":null,""short name"":""e"",""type"":""measurement""},""D2"":{""nom"":3250000,""long name"":""Thermal pad length"",""min"":3150000,""max"":false,""short name"":""D2"",""type"":""measurement""},""E2"":{""nom"":3250000,""long name"":""Thermal pad width"",""min"":3150000,""max"":false,""short name"":""E2"",""type"":""measurement""},""PC"":{""long name"":""Paste coverage (%)"",""type"":""percentage"",""short name"":""PC"",""value"":40},""HT"":{""default"":""Yes"",""long name"":""Thermal pad"",""type"":""multichoiceparent"",""short name"":""HT"",""children"":[""D2"",""E2"",""PC""]},""offset x"":{""nom"":0,""long name"":""X Center offset"",""min"":null,""max"":null,""short name"":""offset x"",""type"":""measurement""},""offset y"":{""nom"":0,""long name"":""Y Center offset"",""min"":null,""max"":null,""short name"":""offset y"",""type"":""measurement""},""LS"":{""default"":""Rounded rectangle"",""long name"":""Land shape"",""type"":""multichoice"",""short name"":""LS""},""LS1"":{""default"":""Rectangle"",""long name"":""Land shape (Pin 1)"",""type"":""multichoice"",""short name"":""LS1""},""solder toe"":{""nom"":400000,""long name"":""Solder fillet (toe)"",""min"":null,""max"":null,""short name"":""solder toe"",""type"":""fixedmeasurement""},""solder heel"":{""nom"":0,""long name"":""Solder fillet (heel)"",""min"":null,""max"":null,""short name"":""solder heel"",""type"":""fixedmeasurement""},""solder side"":{""nom"":-40000,""long name"":""Solder fillet (side)"",""min"":null,""max"":null,""short name"":""solder side"",""type"":""fixedmeasurement""},""courtyard"":{""nom"":500000,""long name"":""Courtyard"",""min"":null,""max"":null,""short name"":""courtyard"",""type"":""fixedmeasurement""},""SF"":{""default"":""A"",""long name"":""Packing level"",""type"":""multichoiceparent"",""short name"":""SF"",""help"":""http://support.upverter.com/customer/portal/articles/978783-what-is-a-footprint-packing-level"",""children"":[""solder toe"",""solder heel"",""solder side"",""courtyard""]}}}""","{fp_type"":""QFN"",""params"":{""N1"":{""nom"":7,""long name"":""Leads on long side"",""min"":null,""max"":null,""short name"":""N1"",""type"":""count""},""N2"":{""nom"":7,""long name"":""Leads on wide side"",""min"":null,""max"":null,""short name"":""N2"",""type"":""count""},""A"":{""nom"":750000,""long name"":""Height"",""min"":700000,""max"":800000,""short name"":""A"",""type"":""measurement""},""A1"":{""nom"":false,""long name"":""Package clearance"",""min"":0,""max"":50000,""short name"":""A1"",""type"":""measurement""},""A2"":{""nom"":false,""long name"":""Package height"",""min"":false,""max"":750000,""short name"":""A2"",""type"":""measurement""},""D"":{""nom"":5000000,""long name"":""Package length"",""min"":4900000,""max"":5100000,""short name"":""D"",""type"":""measurement""},""E"":{""nom"":5000000,""long name"":""Package width"",""min"":4900000,""max"":5100000,""short name"":""E"",""type"":""measurement""},""B"":{""nom"":250000,""long name"":""Lead width"",""min"":200000,""max"":300000,""short name"":""B"",""type"":""measurement""},""C"":{""nom"":200000,""long name"":""Lead thickness"",""min"":null,""max"":null,""short name"":""C"",""type"":""measurement""},""L"":{""nom"":550000,""long name"":""Lead foot length"",""min"":450000,""max"":650000,""short name"":""L"",""type"":""measurement""},""e"":{""nom"":500000,""long name"":""Lead pitch"",""min"":null,""max"":null,""short name"":""e"",""type"":""measurement""},""D2"":{""nom"":3250000,""long name"":""Thermal pad length"",""min"":3150000,""max"":false,""short name"":""D2"",""type"":""measurement""},""E2"":{""nom"":3250000,""long name"":""Thermal pad width"",""min"":3150000,""max"":false,""short name"":""E2"",""type"":""measurement""},""PC"":{""long name"":""Paste coverage (%)"",""type"":""percentage"",""short name"":""PC"",""value"":40},""HT"":{""default"":""Yes"",""long name"":""Thermal pad"",""type"":""multichoiceparent"",""short name"":""HT"",""children"":[""D2"",""E2"",""PC""]},""offset x"":{""nom"":0,""long name"":""X Center offset"",""min"":null,""max"":null,""short name"":""offset x"",""type"":""measurement""},""offset y"":{""nom"":0,""long name"":""Y Center offset"",""min"":null,""max"":null,""short name"":""offset y"",""type"":""measurement""},""LS"":{""default"":""Rounded rectangle"",""long name"":""Land shape"",""type"":""multichoice"",""short name"":""LS""},""LS1"":{""default"":""Rectangle"",""long name"":""Land shape (Pin 1)"",""type"":""multichoice"",""short name"":""LS1""},""solder toe"":{""nom"":300000,""long name"":""Solder fillet (toe)"",""min"":null,""max"":null,""short name"":""solder toe"",""type"":""fixedmeasurement""},""solder heel"":{""nom"":0,""long name"":""Solder fillet (heel)"",""min"":null,""max"":null,""short name"":""solder heel"",""type"":""fixedmeasurement""},""solder side"":{""nom"":-40000,""long name"":""Solder fillet (side)"",""min"":null,""max"":null,""short name"":""solder side"",""type"":""fixedmeasurement""},""courtyard"":{""nom"":250000,""long name"":""Courtyard"",""min"":null,""max"":null,""short name"":""courtyard"",""type"":""fixedmeasurement""},""SF"":{""default"":""B"",""long name"":""Packing level"",""type"":""multichoiceparent"",""short name"":""SF"",""help"":""http://support.upverter.com/customer/portal/articles/978783-what-is-a-footprint-packing-level"",""children"":[""solder toe"",""solder heel"",""solder side"",""courtyard""]}}}""","{fp_type"":""QFN"",""params"":{""N1"":{""nom"":7,""long name"":""Leads on long side"",""min"":null,""max"":null,""short name"":""N1"",""type"":""count""},""N2"":{""nom"":7,""long name"":""Leads on wide side"",""min"":null,""max"":null,""short name"":""N2"",""type"":""count""},""A"":{""nom"":750000,""long name"":""Height"",""min"":700000,""max"":800000,""short name"":""A"",""type"":""measurement""},""A1"":{""nom"":false,""long name"":""Package clearance"",""min"":0,""max"":50000,""short name"":""A1"",""type"":""measurement""},""A2"":{""nom"":false,""long name"":""Package height"",""min"":false,""max"":750000,""short name"":""A2"",""type"":""measurement""},""D"":{""nom"":5000000,""long name"":""Package length"",""min"":4900000,""max"":5100000,""short name"":""D"",""type"":""measurement""},""E"":{""nom"":5000000,""long name"":""Package width"",""min"":4900000,""max"":5100000,""short name"":""E"",""type"":""measurement""},""B"":{""nom"":250000,""long name"":""Lead width"",""min"":200000,""max"":300000,""short name"":""B"",""type"":""measurement""},""C"":{""nom"":200000,""long name"":""Lead thickness"",""min"":null,""max"":null,""short name"":""C"",""type"":""measurement""},""L"":{""nom"":550000,""long name"":""Lead foot length"",""min"":450000,""max"":650000,""short name"":""L"",""type"":""measurement""},""e"":{""nom"":500000,""long name"":""Lead pitch"",""min"":null,""max"":null,""short name"":""e"",""type"":""measurement""},""D2"":{""nom"":3250000,""long name"":""Thermal pad length"",""min"":3150000,""max"":false,""short name"":""D2"",""type"":""measurement""},""E2"":{""nom"":3250000,""long name"":""Thermal pad width"",""min"":3150000,""max"":false,""short name"":""E2"",""type"":""measurement""},""PC"":{""long name"":""Paste coverage (%)"",""type"":""percentage"",""short name"":""PC"",""value"":40},""HT"":{""default"":""Yes"",""long name"":""Thermal pad"",""type"":""multichoiceparent"",""short name"":""HT"",""children"":[""D2"",""E2"",""PC""]},""offset x"":{""nom"":0,""long name"":""X Center offset"",""min"":null,""max"":null,""short name"":""offset x"",""type"":""measurement""},""offset y"":{""nom"":0,""long name"":""Y Center offset"",""min"":null,""max"":null,""short name"":""offset y"",""type"":""measurement""},""LS"":{""default"":""Rounded rectangle"",""long name"":""Land shape"",""type"":""multichoice"",""short name"":""LS""},""LS1"":{""default"":""Rectangle"",""long name"":""Land shape (Pin 1)"",""type"":""multichoice"",""short name"":""LS1""},""solder toe"":{""nom"":200000,""long name"":""Solder fillet (toe)"",""min"":null,""max"":null,""short name"":""solder toe"",""type"":""fixedmeasurement""},""solder heel"":{""nom"":0,""long name"":""Solder fillet (heel)"",""min"":null,""max"":null,""short name"":""solder heel"",""type"":""fixedmeasurement""},""solder side"":{""nom"":-40000,""long name"":""Solder fillet (side)"",""min"":null,""max"":null,""short name"":""solder side"",""type"":""fixedmeasurement""},""courtyard"":{""nom"":100000,""long name"":""Courtyard"",""min"":null,""max"":null,""short name"":""courtyard"",""type"":""fixedmeasurement""},""SF"":{""default"":""C"",""long name"":""Packing level"",""type"":""multichoiceparent"",""short name"":""SF"",""help"":""http://support.upverter.com/customer/portal/articles/978783-what-is-a-footprint-packing-level"",""children"":[""solder toe"",""solder heel"",""solder side"",""courtyard""]}}}""",,Recommended_Land_Pattern,IPC_A,IPC_B,IPC_C,0.8mm,,,,"UART,USB,RS-232,RS-485",QFN50P500X500X75-28,,Yes,,,+105°C,5.25V,,Silicon Labs,CP2102N-A01-GQFN28,0,0,1.71V,,IC BRIDGE USB TO UART 28QFN,634-CP2102NA01GQFN28,,,CP2102N-A01-GQFN28,195-13700uA,,1,,QFN28,,,,U,,,,Yes,,,,,,0mm,+85°C,-40°C,USB 2.0,,,,0.0.0.3,,,
1,STMICROELECTRONICS_USBLC6-2SC6STMICROELECTRONICS_USBLC6-2SC6_0_0,USBLC6-2SC6,STMICROELECTRONICS_USBLC6-2SC6_0,U3,Very low capacitance ESD protection,,,,,No,,,,,,,,,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/06/1d/48/9c/6c/20/4a/b2/CD00050750.pdf/files/CD00050750.pdf/jcr:content/translations/en.CD00050750.pdf,,,,,,IC TVS DIODE 5.25VWM 17VC SOT23-6,497-5235-1-ND,,,,,,,,,,,,,,,,yes,,,,,,STMicroelectronics,,,,,,,511-USBLC6-2SC6,,,USBLC6-2SC6,,,,,SOT23-6,,,,U,,,,yes,,,,,,,+125°C,-40°C,,,,,,,,
1,TC2030-CTX-NL,,TC2030-IDC-NL,J11,Tag Connect footprint for ARM JTAG.,,,,Unavailable,,,,,,,,,,,,,, Cortex® Plug-Of-Nails™ Adapter Cable ,,,,,,,,,,,,,,,,,,,,,,,,,,,Tag-Connect LLC,,,,,,,,,TC2030-CTX,,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,
1,TEXAS_INSTRUMENTS_LMZ10501SILTTEXAS_INSTRUMENTS_LMZ10501SILT_0_0,LMZ10501SILT,TEXAS_INSTRUMENTS_LMZ10501SILT_0,U4,"Non Isolated POL DC/DC Converter, Adjustable, Micro SIP, Surface Mount Device, 1 Output, 3.6 V",,,,,No,,,,,,,,,,,http://www.ti.com/lit/ds/symlink/lmz10501.pdf,,,,,,IC DC/DC CONVERTER 0.6-3.6V 1A,296-37266-1-ND,,,,,,,,,,,,,,,,yes,,,,,,Texas Instruments,SIL0008A,,,,,Non-Isolated DC/DC Converters 1A Nano Mod w/ 5.5V Max Inpt VTG,595-LMZ10501SILT,,,LMZ10501SILT,,,,,uSiP8,,,,U,,,,yes,,,,,,,+125°C,-40°C,,,,,,,,
1,TE_1775838-2TE_1775838-2_0_0,1775838-2,TE_1775838-2_0,J2,Conn Mini PCI Express Card Edge SKT 52 POS Solder RA SMD T/R,,,,,No,,,,,,,Female,Vertical,"Gold,Nickel",,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7F8-1773459-7_EXPRESS_MINI_CARD_QRG%7F0816%7Fpdf%7FEnglish%7FENG_DS_8-1773459-7_EXPRESS_MINI_CARD_QRG_0816.pdf%7F1775838-2,,,Connectors,Card Edge Connectors,unset,CONN PCI EXP MINI FEMALE 52POS,A123340CT-ND,,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7F1775838%7FJ%7Fpdf%7FEnglish%7FENG_CD_1775838_J.pdf%7F1775838-2,,,,,5.9mm,,,,,,yes,yes,,,,,,TE,1775838-2,0,0,,,Conn Mini PCI Express Card Edge SKT 52 POS Solder RA SMD T/R,571-1775838-2,,,1775838-2,,52,,2,CONN_PCI_,,,,J,,,,yes,,,,,,,+85°C,-55°C,,,,,0.0.0.1,,1.5V,
1,TE_1776275-2TE_1776275-2_0_0,1776275-2,TE_1776275-2_0,J9,"2 Position Wire to Board Terminal Block Horizontal with Board 0.138 (3.50mm) Through Hole""",,,,,No,,,,,,,,,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7F1776275%7FR%7Fpdf%7FEnglish%7FENG_CD_1776275_R_baseFilename.pdf%7F1776275-2,,,,,,CONN TERM BLOCK 2POS SIDE ENT 3.5MM,A98036-ND,,,,,,,,,,,,,,,yes,yes,,,,,,TE,,,,,,,571-1776275-2,,,1776275-2,,,,,HDR02,,,,J,,,,yes,,,,,,,+105°C,-55°C,,,,,,,,
2,U.FL,WRL-09144,U.FL,"J7, J8",SMD Antenna Connector - U.FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONN-09193,,,,,WRL-09144,,,,,,,U.FL,,,,,,
1,UG-2864HSWEG01,UG-2864HSWEG01,UG-2864HSWEG01_1.3_WRAPAROUND,U6,UG-2864HSWEG01 OLED display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UG-2864HSWEG01,,,,,,,,,,,UG-2864HSWEG01,,,,,,,,,,,,,,,,,,
1,WS2812B5050,WS2812B5050,WS2812B,LED1,,,,,Unavailable,,,,,,,,,,,,,,Raspberry Pi HAT _40 pin_ Wheeled Robotics Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,SparkFun Electronics,,,,,,,,,WS2812B,,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,
1,WURTH_ELECTRONICS_INC._693043020611WURTH_ELECTRONICS_INC._693043020611_0_0,693043020611,WURTH_ELECTRONICS_INC._693043020611_0,J3,"6 Position Card Connector NANO SIM Surface Mount, Right Angle Gold",,,,,No,,,,,,,,Right Angle,Gold,1A,http://katalog.we-online.de/em/datasheet/693043020611.pdf,,,Connectors,Memory Connectors,unset,CONN SMART CARD PUSH-PULL,732-5954-1-ND,,,,,,,,,1.35mm,,,,,,yes,yes,,,,,OTHER,Wurth Electronics Inc.,693043020611,0,0,,,,710-693043020611,,,693043020611,,6,,,CONN_SIM_6MM56_12MM5,,,,J,,,,yes,,,,TRUE,,,+85°C,-25°C,,,,,0.0.0.1,,15V,
1,LTE-m Cat1 Antenna,MFX3.07.0150C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.4gh antenna,W2.4-5P-U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
